,time_first,time_last,username,name,status,img
0,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,fotodobrasil_marcelovianna,FOTODOBRASIL🇧🇷,Seguir,https://instagram.fgru11-1.fna.fbcdn.net/vp/a4ec6634284d0b942e0e9333823b4a0b/5DCABDB3/t51.2885-19/11917829_507021819456938_859886184_a.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
1,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,fernanda_pessanha,Fernanda Pessanha,Seguindo,https://instagram.fgru11-1.fna.fbcdn.net/vp/5a0a3cb24721f2d24ee6a55e4e83104c/5DE163B1/t51.2885-19/s150x150/15802434_349421472093054_2856418204077522944_a.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
2,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,hiphopmusicccf_28,Hip Hop Music,Seguir,https://instagram.fgru11-1.fna.fbcdn.net/vp/7fcea30e1e244f7bc4feba3bc77f6938/5DECAFEF/t51.2885-19/s150x150/61502503_2316180985264352_8405261456517365760_n.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
3,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,pratescarolina,Carolina Prates,Seguindo,https://instagram.fgru11-1.fna.fbcdn.net/vp/a2b2e34bf854627b8857544f9f000dd7/5DECA0A5/t51.2885-19/s150x150/65871731_2195952303954778_3236099059710164992_n.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
4,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,maicon.paixao.58,Maicon Paixao,Seguindo,https://instagram.fgru11-1.fna.fbcdn.net/vp/f284774bfe9c20c0e16883e0597a4045/5DD81FD1/t51.2885-19/s150x150/20066834_2005405142818524_211706626011299840_a.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
5,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,mexbeton,MexBetonبتن اکسپوز-مکس بتن‌,Seguir,https://instagram.fgru11-1.fna.fbcdn.net/vp/8e9a7554a6542868f9ac6176b1ec545e/5DC95BC7/t51.2885-19/s150x150/51356625_245774609679363_1483764282821705728_n.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
6,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,carolina.pb,,Seguindo,https://instagram.fgru11-1.fna.fbcdn.net/vp/91c2e29fc2545c09945ea8d3e34b6f29/5DEC068F/t51.2885-19/s150x150/54511880_365057974221337_4958027641396396032_n.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
7,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,official_sashadin,sashadin,Seguir,https://instagram.fgru11-1.fna.fbcdn.net/vp/ecc2e7eedf95eb4edc5a89819700db32/5DCBD4DF/t51.2885-19/s150x150/66526292_756508441471436_6396907372786221056_n.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
8,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,infoeducausm,InfoEduca,Seguir,https://instagram.fgru11-1.fna.fbcdn.net/vp/d6ae160c54b11ea0554e614393d04b40/5DDBD7CE/t51.2885-19/s150x150/61139443_2543947372290699_8182831585658142720_n.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
9,2019-07-29 22:30:54.216241,2019-07-30 15:25:42.180571,new.top.tech,N.T.T,Seguir,https://instagram.fgru11-1.fna.fbcdn.net/vp/07de8343f2f0087048e2946a443a7824/5DD097E9/t51.2885-19/s150x150/66476935_348938302468181_258744244548665344_n.jpg?_nc_ht=instagram.fgru11-1.fna.fbcdn.net
